"requirement_id","business_rule_ids","entity_ids","api_operation_ids","screen_ids","test_case_ids","release"
"RF-COM-002","RN-COM-001|RN-COM-002|RN-COM-003|RN-COM-004|RN-COM-005|RN-COM-006|RN-COM-007","ENT-COMMISSION-RULE|ENT-COMMISSION-ENTRY","createCommissionRule","TEL-COM-SUMMARY","CT-COM-RF002","MVP"
"RF-COM-003","RN-COM-001|RN-COM-002|RN-COM-003|RN-COM-004|RN-COM-005|RN-COM-006|RN-COM-007","ENT-COMMISSION-RULE|ENT-COMMISSION-ENTRY","transitionAppointment","TEL-COM-SUMMARY","CT-COM-RF003|CT-COM-001","MVP"
"RF-COM-004","RN-COM-001|RN-COM-002|RN-COM-003|RN-COM-004|RN-COM-005|RN-COM-006|RN-COM-007","ENT-COMMISSION-RULE|ENT-COMMISSION-ENTRY","getCommissionSummary","TEL-COM-SUMMARY","CT-COM-RF004","MVP"
"RF-COM-005","RN-COM-001|RN-COM-002|RN-COM-003|RN-COM-004|RN-COM-005|RN-COM-006|RN-COM-007","ENT-COMMISSION-RULE|ENT-COMMISSION-ENTRY","createCommissionAdjustment","TEL-COM-SUMMARY","CT-COM-RF005|CT-COM-002","MVP"
"RF-REL-001","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getDashboardOverview","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF001","MVP"
"RF-REL-002","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getDashboardOverview|getCommissionSummary","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF002","MVP"
"RF-REL-003","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getDashboardOverview","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF003","MVP"
"RF-REL-004","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","exportOperationalSummary","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF004","MVP"
"RF-REL-005","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF005","INTERMEDIARIO"
"RF-REL-006","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF006","INTERMEDIARIO"
"RF-REL-007","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF007","INTERMEDIARIO"
"RF-REL-008","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF008","INTERMEDIARIO"
"RF-REL-009","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF009","INTERMEDIARIO"
"RF-REL-010","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF010","INTERMEDIARIO"
"RF-REL-011","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF011","INTERMEDIARIO"
"RF-REL-012","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","exportReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF012","INTERMEDIARIO"
"RF-REL-013","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getConsolidatedReport","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF013","FINAL"
"RF-REL-014","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","listGoals|createGoal","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF014","FINAL"
"RF-REL-015","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getPredictiveInsights","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF015","FINAL"
"RF-REL-016","RN-TEN-002|RN-DIS-004","ENT-APPOINTMENT|ENT-COMMISSION-ENTRY|ENT-CASH-MOVEMENT|ENT-STOCK-MOVEMENT","getPredictiveInsights|listRestockSuggestions","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF016","FINAL"
"RF-REL-017","RN-TEN-002|RN-DIS-004","ENT-DASHBOARD-PREFERENCE","updateDashboardPreferences","TEL-DASH-OVERVIEW|TEL-REL-REPORTS|TEL-UNIT-CONSOLIDATED|TEL-REL-GOALS|TEL-REL-BI","CT-REL-RF017","FINAL"
"RF-NOT-001","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF001","MVP"
"RF-NOT-002","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","markNotificationRead","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF002","MVP"
"RF-NOT-003","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF003|CT-NOT-001","MVP"
"RF-NOT-004","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION-PREFERENCE|ENT-NOTIFICATION","getNotificationPreferences|updateNotificationPreferences","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF004","MVP"
"RF-NOT-005","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications|listMessageTemplates","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF005|CT-NOT-002","INTERMEDIARIO"
"RF-NOT-006","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF006","INTERMEDIARIO"
"RF-NOT-007","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","createWaitlistOffer","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF007","INTERMEDIARIO"
"RF-NOT-008","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications|updateGoogleReviewLink","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF008","INTERMEDIARIO"
"RF-NOT-009","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","listNotifications","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF009","INTERMEDIARIO"
"RF-NOT-010","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-NOTIFICATION|ENT-OUTBOX-EVENT|ENT-MESSAGE-TEMPLATE","getMessageUsage","TEL-NOT-CENTER|TEL-CRM-TEMPLATES","CT-NOT-RF010","INTERMEDIARIO"
"RF-ADM-001","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","adminListTenants","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF001","MVP"
"RF-ADM-002","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","adminChangeTenantStatus","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF002","MVP"
"RF-ADM-003","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","getPlatformHealth","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF003","MVP"
"RF-ADM-004","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","adminListPlans|adminCreatePlan|adminUpdatePlan","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF004","INTERMEDIARIO"
"RF-ADM-005","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","adminGetTenantUsage","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF005","INTERMEDIARIO"
"RF-ADM-006","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-SUPPORT-SESSION|ENT-AUDIT-LOG","startSupportSession","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF006","INTERMEDIARIO"
"RF-ADM-007","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-COUPON|ENT-SAAS-PLAN|ENT-SUBSCRIPTION","adminListCoupons|adminCreateCoupon","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF007","INTERMEDIARIO"
"RF-ADM-008","RN-ADM-001|RN-ADM-002|RN-TEN-003","ENT-TENANT|ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-AUDIT-LOG","adminListSubscriptions","TEL-ADM-TENANTS|TEL-ADM-BILLING","CT-ADM-RF008","INTERMEDIARIO"
"RF-CXA-001","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","openCashSession","TEL-CXA-CURRENT","CT-CXA-RF001|CT-CXA-001","INTERMEDIARIO"
"RF-CXA-002","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","openCashSession","TEL-CXA-CURRENT","CT-CXA-RF002","INTERMEDIARIO"
"RF-CXA-003","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","createCashMovement","TEL-CXA-CURRENT","CT-CXA-RF003","INTERMEDIARIO"
"RF-CXA-004","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","closeCashSession","TEL-CXA-CURRENT","CT-CXA-RF004|CT-CXA-002","INTERMEDIARIO"
"RF-CXA-005","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","reopenCashSession","TEL-CXA-CURRENT","CT-CXA-RF005","INTERMEDIARIO"
"RF-CXA-006","RN-CXA-001|RN-CXA-002","ENT-CASH-SESSION|ENT-CASH-MOVEMENT","getCurrentCashSession|listCashMovements","TEL-CXA-CURRENT","CT-CXA-RF006","INTERMEDIARIO"
"RF-PAG-001","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createPayment","TEL-PAG-CHECKOUT","CT-PAG-RF001","INTERMEDIARIO"
"RF-PAG-002","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createPayment","TEL-PAG-CHECKOUT","CT-PAG-RF002|CT-PAG-001","INTERMEDIARIO"
"RF-PAG-003","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createPayment","TEL-PAG-CHECKOUT","CT-PAG-RF003","INTERMEDIARIO"
"RF-PAG-004","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createPayment","TEL-PAG-CHECKOUT","CT-PAG-RF004","INTERMEDIARIO"
"RF-PAG-005","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createRefund","TEL-PAG-CHECKOUT","CT-PAG-RF005|CT-PAG-003","INTERMEDIARIO"
"RF-PAG-006","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","getReceipt","TEL-PAG-CHECKOUT","CT-PAG-RF006","INTERMEDIARIO"
"RF-PAG-007","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","createOnlineCheckout","TEL-PAG-CHECKOUT","CT-PAG-RF007","FINAL"
"RF-PAG-008","RN-PAG-001|RN-PAG-002|RN-PAG-003|RN-PAG-004|RN-PAG-005","ENT-PAYMENT|ENT-REFUND|ENT-CASH-MOVEMENT","listPaymentReconciliation","TEL-PAG-CHECKOUT","CT-PAG-RF008|CT-PAG-002","FINAL"
"RF-EST-001","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listProducts|createProduct|updateProduct|listProductCategories|createProductCategory","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF001","INTERMEDIARIO"
"RF-EST-002","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listSuppliers|createSupplier","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF002","INTERMEDIARIO"
"RF-EST-003","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","createStockMovement","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF003|CT-EST-001","INTERMEDIARIO"
"RF-EST-004","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","createPayment|createStockMovement","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF004","INTERMEDIARIO"
"RF-EST-005","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","transitionAppointment|createStockMovement","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF005","INTERMEDIARIO"
"RF-EST-006","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","createStockMovement","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF006","INTERMEDIARIO"
"RF-EST-007","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listLowStock","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF007","INTERMEDIARIO"
"RF-EST-008","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","createStockCount","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF008|CT-EST-002","INTERMEDIARIO"
"RF-EST-009","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listStockMovements","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF009","INTERMEDIARIO"
"RF-EST-010","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","getReport","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF010","INTERMEDIARIO"
"RF-EST-011","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listPurchaseOrders|createPurchaseOrder|receivePurchaseOrder","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF011","FINAL"
"RF-EST-012","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listStockTransfers|createStockTransfer","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF012|CT-EST-003","FINAL"
"RF-EST-013","RN-EST-001|RN-EST-002|RN-EST-003|RN-EST-004|RN-EST-005","ENT-PRODUCT-CATEGORY|ENT-PRODUCT|ENT-SUPPLIER|ENT-STOCK-MOVEMENT|ENT-PURCHASE-ORDER|ENT-STOCK-TRANSFER","listRestockSuggestions","TEL-EST-PRODUCTS|TEL-EST-MOVEMENTS|TEL-EST-PURCHASES|TEL-EST-TRANSFERS","CT-EST-RF013","FINAL"
"RF-FID-001","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-LOYALTY-PROGRAM|ENT-LOYALTY-ACCOUNT|ENT-LOYALTY-TRANSACTION|ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-SUBSCRIPTION","getLoyaltyProgram|updateLoyaltyProgram","TEL-FID-PROGRAM","CT-FID-RF001","INTERMEDIARIO"
"RF-FID-002","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-LOYALTY-PROGRAM|ENT-LOYALTY-ACCOUNT|ENT-LOYALTY-TRANSACTION|ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-SUBSCRIPTION","createLoyaltyTransaction","TEL-FID-PROGRAM","CT-FID-RF002","INTERMEDIARIO"
"RF-FID-003","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-LOYALTY-PROGRAM|ENT-LOYALTY-ACCOUNT|ENT-LOYALTY-TRANSACTION|ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-SUBSCRIPTION","createLoyaltyTransaction","TEL-FID-PROGRAM","CT-FID-RF003","INTERMEDIARIO"
"RF-FID-004","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-LOYALTY-PROGRAM|ENT-LOYALTY-ACCOUNT|ENT-LOYALTY-TRANSACTION|ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-SUBSCRIPTION","createLoyaltyTransaction","TEL-FID-PROGRAM","CT-FID-RF004|CT-FID-001","INTERMEDIARIO"
"RF-FID-005","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-ITEM","listCustomerPlans|createCustomerPlan","TEL-FID-PROGRAM","CT-FID-RF005","INTERMEDIARIO"
"RF-FID-006","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-ITEM|ENT-CUSTOMER-PLAN-SUBSCRIPTION","consumeCustomerPlanCredit","TEL-FID-PROGRAM","CT-FID-RF006","INTERMEDIARIO"
"RF-FID-007","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-ITEM|ENT-CUSTOMER-PLAN-SUBSCRIPTION","subscribeCustomerPlan","TEL-FID-PROGRAM","CT-FID-RF007","INTERMEDIARIO"
"RF-FID-008","RN-FID-001|RN-FID-002|RN-FID-003|RN-FID-004|RN-FID-005","ENT-LOYALTY-PROGRAM|ENT-LOYALTY-ACCOUNT|ENT-LOYALTY-TRANSACTION|ENT-CUSTOMER-PLAN|ENT-CUSTOMER-PLAN-SUBSCRIPTION","listLoyaltyTransactions|getCustomerLoyaltyAccount","TEL-FID-PROGRAM","CT-FID-RF008","INTERMEDIARIO"
"RF-CRM-001","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","listCustomerSegments","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF001","INTERMEDIARIO"
"RF-CRM-002","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","scheduleReturnReminder","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF002","INTERMEDIARIO"
"RF-CRM-003","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-CUSTOMER-CONSENT","recordCustomerConsent","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF003","INTERMEDIARIO"
"RF-CRM-004","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","listCustomerCommunications","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF004","INTERMEDIARIO"
"RF-CRM-005","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","listMessageTemplates|createMessageTemplate|updateMessageTemplate","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF005","INTERMEDIARIO"
"RF-CRM-006","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","getCrmAnalytics","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF006","INTERMEDIARIO"
